Campaign ID,Total Funds Raised,Number of Donors,Average Donation Size,Attendance Numbers,Funds Raised at Events,Participant Feedback,Marketing Spend,Cost per Acquisition,Return on Investment (ROI),Event Type,Event Date
33cea510-1725-4a6d-9a22-f40c636a5657,62276.28,267,385.15,359,47310.77,Negative,1329.33,22.52,2.73,Auction,2022-03-26
2690c86b-7aa6-4613-9b23-83b3b19f28f6,50267.39,486,1230.04,894,24977.76,Negative,941.26,84.31,0.61,Dinner,2021-05-17
6734e218-0c28-4e6b-8c40-1d0fb53e053e,98360.35,426,76.29,728,20798.89,Positive,7486.35,54.48,4.12,Gala,2023-12-25
587ba07c-018a-48ef-821b-4b5429af2b58,45411.73,126,952.65,555,12600.7,Neutral,5326.68,85.62,5.6,Auction,2020-01-18
b21a6d33-da01-44bc-9620-1fe3691c837a,58190.77,373,1177.63,203,36326.8,Negative,8990.02,27.95,8.97,Marathon,2023-04-28
f0980dc8-0674-4d28-b289-129a5419b190,45608.9,369,1412.54,52,46668.23,Negative,2244.52,47.11,4.76,Dinner,2023-10-25
869d9767-06af-423d-99be-9c7d20215cee,46548.07,362,895.43,27,22349.47,Negative,7042.38,63.33,9.0,Marathon,2024-02-07
d824067f-8264-4b79-a39e-5760eb41048c,87587.69,93,1228.5,58,28044.96,Positive,4512.8,9.93,3.53,Auction,2020-09-01
6703c1b7-19a5-431e-8585-24506140d01e,89463.18,236,888.88,229,46358.69,Neutral,1983.65,53.29,0.97,Auction,2021-01-08
554e4cba-6d6f-4905-980a-1696197cf544,94364.95,196,1712.48,971,34305.91,Neutral,3268.75,15.55,2.2,Auction,2023-09-22
66d2411d-b3ff-4ce8-8065-8067acf56d3d,12775.66,388,1483.67,149,3708.31,Negative,6924.19,59.65,7.21,Auction,2020-10-14
9d0665b6-e160-48b5-bd0a-40d1d009f0e8,54181.45,99,1138.79,633,35747.07,Neutral,1048.99,64.49,0.37,Auction,2023-03-15
69164951-8d39-4fd2-b61c-853fc6eb25a6,55926.61,137,1104.69,387,11145.78,Negative,7939.83,63.07,7.16,Marathon,2023-02-21
28b43c61-4fcf-4d42-9d8b-8bfa414c8ae1,11236.84,299,923.36,100,12327.43,Neutral,5545.07,79.93,5.84,Marathon,2020-04-21
0b79dc6f-cb59-4018-9042-5d8245192fff,49330.03,284,695.68,711,40066.92,Negative,6581.58,46.85,6.69,Auction,2020-10-07
0e488e7e-1bac-49fd-b929-695c9e4bc009,36624.1,204,1991.24,737,48339.22,Positive,3885.48,18.94,6.34,Gala,2020-06-05
7c7be8cb-b7d3-4d86-b2cb-1f5271c52b41,21112.71,379,578.4,316,31112.93,Positive,1801.74,75.4,6.22,Gala,2022-05-28
3be11e78-e9ae-485f-9f13-d5c9dde321ba,91919.5,153,1295.52,354,8462.25,Positive,7829.27,71.39,6.25,Dinner,2022-05-03
9af24121-8847-42e6-9ea6-2f632ac8815f,57948.23,490,1775.28,414,24572.61,Positive,3058.85,79.18,5.41,Dinner,2021-03-07
1d3d74f4-3975-4732-be82-5c3341baadf8,96478.32,95,306.88,921,48065.57,Positive,2855.77,66.8,4.5,Dinner,2020-12-01
75e0dfd6-bca2-4afd-bc9e-d68bb5737bb9,86961.05,57,703.77,36,27093.72,Positive,4047.27,9.43,1.02,Dinner,2020-12-18
7f4e1ad6-c39a-4e30-bd50-86ea9ed36b32,22579.01,262,415.61,166,33204.56,Positive,6157.52,19.49,8.29,Dinner,2020-05-25
6093104c-7b72-4b1f-a592-7a2cb9d864af,63423.81,84,617.61,568,36854.1,Neutral,9371.7,7.22,9.87,Gala,2022-06-25
597c60a0-d7df-4bd1-a243-09711bab1fab,85937.91,448,1277.82,812,45237.4,Positive,6294.12,15.15,9.85,Gala,2023-10-30
ba6f305e-307b-4e0c-b39d-7de1f018afc7,90488.46,391,1136.83,473,47150.01,Negative,9317.78,46.42,1.24,Marathon,2023-03-21
c004e4c2-1835-4459-840c-1dab9fc1ac3f,26981.37,83,1818.66,953,39084.99,Neutral,1629.73,14.94,2.58,Marathon,2023-07-03
5c2cd9b1-4dab-47d6-b36f-a64d253e3c58,89790.73,273,1162.12,750,33924.74,Negative,4848.79,41.35,2.46,Auction,2020-07-04
dccf6697-8cc0-41f1-90e4-8295a1827d2c,11377.46,370,1764.15,949,48022.14,Positive,4984.99,15.75,3.94,Dinner,2020-01-11
45ac32dd-3e7b-4d5c-93dc-5d19b82cb650,7876.45,115,164.39,346,17438.12,Negative,4587.09,55.55,7.67,Gala,2022-01-26
5553ff4d-ce4b-4f04-a07b-9e9c1cdbc3d0,35568.09,441,609.19,117,40364.31,Neutral,3811.9,15.33,1.93,Dinner,2023-03-05
a696b7d8-7fb4-4940-a774-da0ff67d67be,63757.66,281,1075.1,721,7424.74,Positive,8978.2,21.66,1.67,Gala,2023-11-05
c5256482-5df5-494d-9f1d-0f6fd1c5ef6d,66072.85,249,960.64,459,48135.75,Neutral,7440.2,84.49,4.48,Auction,2022-03-26
c9fb13fa-c6a6-490b-b770-d1c63d32143e,76684.05,198,1142.35,663,21916.25,Negative,3933.91,89.52,6.05,Marathon,2021-01-23
4adf7a31-3a9c-4369-9f61-763c9d3ab050,31551.36,209,385.39,468,3462.78,Positive,9113.66,19.86,3.93,Marathon,2023-10-01
ddf63dfe-b4d1-4bf3-9f56-4d17cf956e97,73428.41,163,95.19,453,26663.09,Negative,1722.22,69.66,9.96,Gala,2022-06-13
aea5ecfd-b0a6-406f-86dc-d17d151c3206,56902.25,346,1806.6,196,26838.83,Neutral,9593.3,32.6,6.14,Marathon,2022-07-17
0956a246-1328-4df4-8806-3d74d830073e,23685.26,460,681.97,728,26904.3,Negative,115.81,87.02,9.68,Auction,2021-12-11
0feffaac-7b76-44cf-b679-7abac6e11106,19804.67,432,993.06,293,31742.95,Positive,1149.15,64.98,3.61,Marathon,2022-02-25
de1351e0-28a7-4f42-8a35-6673a17e1408,64636.05,170,1274.27,971,37433.6,Neutral,1903.58,97.42,8.58,Dinner,2020-09-13
25080893-9e87-4fa8-8100-24c60b1ef79b,67116.18,73,414.57,625,6083.46,Neutral,2130.54,37.07,2.33,Dinner,2020-01-26
34d5d256-c32d-4e98-ae8c-be9ae49289e7,27766.82,265,1494.58,734,3601.76,Positive,6796.56,62.93,2.01,Gala,2020-07-05
59e2d6c1-652a-492e-a384-362e9133d5d2,33845.62,322,518.38,973,6188.88,Neutral,1354.54,41.68,8.12,Auction,2023-12-08
6e84c093-fb2e-419d-9be2-5139612b8684,83749.08,92,1529.75,617,24514.4,Negative,7179.13,53.1,1.79,Marathon,2022-02-01
252229ae-32e4-4b26-91bc-a1bcb0e51c6b,15166.94,182,1682.19,424,6328.47,Positive,6963.69,42.29,5.49,Marathon,2023-06-07
9786fd1b-6445-46aa-8c96-b9faac30b7e5,28843.61,221,1738.68,450,18091.09,Neutral,4805.56,37.34,6.87,Auction,2020-08-10
fabb2ddf-7ccc-47ab-bd20-d3b5240f1d1d,54996.3,411,155.71,752,21283.64,Negative,2240.08,86.96,9.22,Marathon,2022-05-18
cdbdec34-ddce-486d-9ee3-8c4db29e55ee,99703.64,231,939.96,164,904.75,Positive,5641.74,32.39,8.96,Gala,2021-01-19
052e0bae-886b-46b0-ac43-4985d8739627,27100.65,186,1709.04,618,28204.55,Negative,7138.38,18.73,9.51,Gala,2021-09-03
1ae1d299-773a-4640-84e0-d0d9a6468a3e,68233.05,203,161.41,367,1019.57,Negative,6257.01,53.33,8.83,Auction,2023-06-10
66b70a5d-b05c-4dcc-806a-e45e2ffec295,11071.98,461,884.11,60,25868.02,Neutral,3063.13,6.49,0.11,Gala,2021-07-04
48555ad3-2127-4df7-a750-36ceaae17ffc,75201.59,238,1928.31,938,37019.75,Negative,6690.8,75.32,6.49,Gala,2023-10-22
ea3bd687-3ea2-47da-aa3a-23bcbbcb7bb1,63751.8,51,1994.34,929,32673.68,Neutral,3221.1,60.69,5.47,Auction,2021-07-22
a2d34f67-0deb-488b-93f2-8bec676de399,20957.74,188,1890.65,45,10679.3,Negative,7763.62,59.41,3.89,Gala,2020-03-29
7cacce23-604a-49e5-8b79-c56bc51dd8c9,90261.24,171,427.12,437,15595.62,Positive,707.44,83.51,3.06,Auction,2020-01-10
75121d45-41c0-474d-ab4a-33c9d1fcfd39,63377.72,490,771.5,870,21381.17,Neutral,2620.85,50.28,0.67,Gala,2023-11-01
1c2eb039-f605-4919-82ce-4a9f5ec58dc2,57553.88,385,536.49,447,7152.53,Positive,9736.18,97.18,8.95,Dinner,2023-10-07
dfac2ea4-575a-4924-9f73-3f106c317b60,86396.8,428,1372.3,595,23902.83,Neutral,9532.28,7.4,4.43,Dinner,2020-01-30
3fcbe511-4597-4866-9091-b7594812594c,92896.83,335,427.06,534,36681.55,Positive,5039.43,90.33,3.4,Dinner,2023-04-19
4623d00f-16d7-481a-bec1-15cfcc05df88,40885.81,347,1265.21,963,43564.34,Positive,3012.51,95.71,3.28,Marathon,2022-03-19
be2b114d-93f7-40e6-bea4-83b8f74700e7,89379.23,338,1006.79,107,6651.67,Neutral,4212.59,72.4,7.59,Auction,2020-05-24
0ffcb565-adae-4b67-aabd-78443c4e3831,92515.07,419,33.89,436,8711.73,Neutral,3656.46,57.12,7.42,Dinner,2023-03-31
55eccf05-8cb9-4322-850e-2561891a0076,65433.74,324,451.0,593,37631.65,Positive,9499.37,73.38,8.68,Auction,2020-10-01
40a10541-0a90-4786-9b1b-15b08186eaa0,76199.77,295,317.83,444,41429.78,Positive,9592.89,52.72,2.45,Auction,2023-12-06
c0b373b6-9ff6-450d-bb44-45653ad4f43c,10806.53,355,1528.99,611,6850.21,Positive,538.8,19.39,0.26,Gala,2021-09-22
98a5c479-a194-47b9-b836-7e97ff32c4ad,69480.44,260,1394.13,921,49765.03,Positive,4732.14,50.57,3.31,Dinner,2024-05-23
420d03c0-f1a4-400c-992e-41568cf500bb,73950.52,293,958.8,456,49957.14,Negative,8292.47,61.47,4.23,Gala,2023-12-14
9b08c2fb-da5d-4503-b41b-b0ec04c5f3a7,61264.86,411,613.62,600,39405.41,Positive,8909.52,38.46,8.49,Dinner,2022-04-28
71e96f70-17b2-45c4-ba92-640ac3b3f480,65789.32,499,1940.6,935,750.73,Neutral,8272.13,36.78,7.37,Gala,2023-09-05
a278be53-4a53-402c-8910-146c509660e6,28614.44,488,330.47,617,29061.85,Negative,2525.5,13.99,2.4,Dinner,2021-11-18
