Donor ID,Age,Gender,Location,Income Level,Donation Amounts,Frequency,Date of Donations,Donation Channels,Donor Segmentation,Event Type
7fd866c1-c76e-4ba8-8b48-f76e1affdaf4,59,Female,Kingfurt,Medium,589.16,Monthly,2021-11-23,Online,First-time donor,Dinner
799d1f13-c8b7-47b5-a5cc-b177236c760d,35,Female,Port Jamesstad,Low,132.06,Annually,2022-04-28,Online,Repeat donor,Gala
c57fa935-62ae-4e92-ae48-3c0ea206d491,37,Male,Bradleyport,High,342.0,Annually,2023-07-22,Mail,Major donor,Auction
cde61634-879c-423e-bb89-c7ac8195c7f3,75,Female,Popeport,Medium,583.26,Annually,2024-01-16,Mail,Major donor,Marathon
5d466da8-44e6-4a1d-84b9-22d47f3372dd,72,Non-binary,Lake Ashleystad,High,795.67,Monthly,2022-07-28,Mail,First-time donor,Dinner
a034f162-c14d-4245-b529-91a13a54f6a3,31,Non-binary,Matthewton,Low,837.98,Annually,2022-02-07,Mail,Major donor,Gala
2bb0ff40-b8c6-4b1e-a688-8675d7b10937,38,Male,Edwardtown,Low,704.91,Monthly,2023-08-19,Online,Repeat donor,Auction
d3c7b732-8f82-4e5b-b76b-7919fa702076,42,Male,Port Jasonville,Medium,81.95,Monthly,2023-09-09,Events,Repeat donor,Gala
b2cfb005-8fbc-4ae7-9b3f-517ae8e3dbbb,51,Male,Lake Dylan,High,649.77,Quarterly,2020-07-02,Online,Major donor,Marathon
5e8938cc-3e37-4d3a-83e5-a218998ea624,68,Non-binary,Sharonmouth,Medium,731.51,Monthly,2020-06-02,Mail,Major donor,Gala
d7091098-94f6-451c-8ca1-69fe12d2dafb,50,Male,Rasmussenmouth,High,353.91,Annually,2020-05-24,Mail,Major donor,Marathon
4078c434-85ee-4921-9494-ede1f1b96c20,21,Female,Port Ericbury,High,957.07,Monthly,2023-07-06,Online,Major donor,Dinner
f685b583-190b-4866-8e7b-9576a51f98d7,70,Female,East Loganside,Medium,858.5,Quarterly,2021-11-27,Online,Major donor,Auction
739589f0-4137-4f90-8979-da0a858428b1,32,Male,East Stephanieborough,Medium,828.08,Annually,2020-08-21,Mail,Major donor,Dinner
82ba9fd5-a8a4-4dd5-9f7f-ee66e6083d4d,20,Female,Greenberg,Low,73.49,Annually,2021-10-28,Events,Repeat donor,Gala
b2b70408-6b8c-4033-96a5-e0ee4423d663,21,Non-binary,Shawnbury,High,518.1,Monthly,2020-05-10,Online,Repeat donor,Auction
6f4cb432-2cda-4cd9-8519-aff55f87a2e6,23,Male,Laurenmouth,Medium,762.83,Annually,2024-01-08,Mail,Repeat donor,Dinner
f7fd9472-c7ba-4f65-a5d9-c62dfd1b0d5b,21,Non-binary,Patrickview,High,35.12,Quarterly,2024-06-24,Online,First-time donor,Gala
5a378b7f-5c88-4703-b548-c732b98e4a50,28,Non-binary,Millston,Medium,622.83,Monthly,2023-10-19,Online,Repeat donor,Dinner
d053e1ae-be38-4f68-a652-b26656c5cb3a,70,Male,East Johnshire,Medium,972.46,Annually,2023-08-30,Mail,Major donor,Dinner
5a37104a-7db9-49c3-a614-8c40cb23ecb4,57,Non-binary,New Amy,Low,542.35,Monthly,2020-11-15,Events,Repeat donor,Dinner
5c870a4b-6011-4ebc-9bed-193cf89e0396,70,Male,Orrborough,Low,718.49,Quarterly,2021-05-28,Mail,First-time donor,Auction
2afd5f2c-259f-4718-b2a9-4e6db798fd38,60,Female,East Michael,High,913.98,Monthly,2021-03-13,Online,Repeat donor,Gala
777a6c7a-414b-4600-ad80-fc2f37653e64,40,Male,North Elizabethberg,Medium,747.48,Annually,2022-03-15,Online,First-time donor,Dinner
e2daa9a9-a7c5-4735-b39d-a530636b8e42,63,Non-binary,Griffinshire,High,387.4,Annually,2023-05-16,Online,Repeat donor,Marathon
51a86593-cae5-40a0-a10a-6ad7d51bcdc8,40,Male,Port Erictown,High,740.91,Quarterly,2020-12-28,Events,Major donor,Auction
37c8e9fd-cbee-4c55-a2f2-377c399ea0ef,27,Female,Youngbury,High,891.24,Annually,2020-01-08,Events,First-time donor,Dinner
2af84c1b-e7c9-41e3-a0d7-9207999cdc58,27,Male,South Thomaston,Medium,632.35,Monthly,2021-07-30,Mail,Major donor,Auction
e23f69ad-91d5-4abd-8b12-e174ac7428b9,78,Female,South Amandaland,High,357.05,Monthly,2020-09-01,Online,First-time donor,Gala
f6cbfdb2-91c6-47ce-8470-3add294a70ed,71,Male,New Darlene,Low,932.4,Annually,2023-09-03,Events,First-time donor,Auction
903651f1-a46e-4528-8809-b366c66ad789,72,Female,North Willie,High,198.06,Monthly,2022-04-19,Online,Major donor,Dinner
16b9e212-5230-4409-909b-e107fa1e19a9,43,Female,Kelliland,High,963.98,Monthly,2021-04-28,Mail,Repeat donor,Gala
e09c4a3e-3d26-4537-bb68-a92b01c21e31,55,Non-binary,New Lisafurt,Low,272.24,Quarterly,2022-02-03,Online,Major donor,Gala
217887f9-db03-4525-a413-1aeffb1a3f34,28,Male,Hooperberg,Medium,339.32,Annually,2020-05-19,Events,Repeat donor,Gala
f95ad725-3fc0-4b80-ab9c-014f76d4bff7,77,Female,Lake Amyfurt,Low,996.66,Monthly,2022-07-16,Mail,Major donor,Gala
1b724714-4c7c-40a5-a7a4-34692db4b3bf,26,Non-binary,Jenniferfort,Low,419.99,Quarterly,2020-10-11,Mail,Repeat donor,Marathon
dcb05742-b48d-4dc9-9e87-df93e6149d24,77,Non-binary,Ashleyfurt,Medium,493.22,Annually,2020-10-31,Events,Repeat donor,Gala
1354ee20-4445-4603-b132-2134c5a27400,78,Non-binary,Sarafurt,Medium,343.62,Annually,2023-06-04,Online,Repeat donor,Dinner
634aa143-5605-41f4-a813-ac0e1b153ea8,40,Female,Simpsonburgh,Low,831.2,Quarterly,2021-08-07,Online,First-time donor,Gala
260d3748-53b6-40c8-a009-cd677f639f08,47,Female,Port Jacob,Low,709.53,Quarterly,2022-03-05,Events,Repeat donor,Marathon
9d75c840-3c70-43a3-9bdc-d96f48e4773b,54,Male,West Joanne,Low,394.51,Quarterly,2022-01-01,Mail,First-time donor,Marathon
c72ef141-9e41-4c88-a31a-c73654fe1da5,21,Male,Lake Jonathan,Medium,987.02,Annually,2022-07-30,Online,Repeat donor,Gala
db8feff2-93d5-404d-b2b7-c001c12f5917,74,Male,Kellyville,Medium,622.02,Annually,2022-09-02,Online,First-time donor,Gala
c119afa7-2096-480a-8bd7-3ef4d65eb29f,72,Female,Zavalafort,High,381.63,Quarterly,2021-01-31,Online,First-time donor,Marathon
1a292589-cf49-4bde-8fe4-170c149d4fad,65,Female,West Julie,Low,430.15,Monthly,2021-06-17,Online,First-time donor,Gala
760640d1-f240-4d4f-8538-0274ab123f1f,61,Non-binary,West Stephen,High,560.32,Quarterly,2022-04-26,Online,Repeat donor,Auction
9a62f24c-e1ff-4bc7-9bdc-16716ba67d96,72,Female,Maloneton,High,613.91,Annually,2022-11-25,Online,Repeat donor,Marathon
